,glcm_mean,glcm_variance,glcm_autoCorrelation,glcm_cProminence,glcm_cShade,glcm_cTendency,glcm_contrast,glcm_correlation,glcm_differenceEntropy,glcm_dissimilarity,glcm_energy,glcm_entropy,glcm_homogeneity1,glcm_homogeneity2,glcm_IDMN,glcm_IDN,glcm_inverseVariance,glcm_maxProb,glcm_sumAverage,glcm_sumEntropy,glcm_sumVariance
image 1785,0.759662112,1.158574494,1.06046515,0.423955607,-0.460818209,1.155597239,0.08268912,0.480411194,0.39584198,0.0589397,-0.264739484,0.323351524,0.038610377,0.044660701,-0.057382115,-0.020464634,-0.08291402,-0.078893154,0.900627975,0.455251015,1.100367961
image 1786,-0.576254255,-0.514353902,-0.704808644,-0.452492496,0.15098228,-0.542073934,0.773190924,-1.121690596,1.065812344,0.950564931,-0.43639288,0.785124632,-0.934038968,-0.943425039,-0.718513018,-0.925844002,0.378568367,-0.620952672,-0.30971857,0.457439607,-0.609840515
image 1787,0.445233204,-0.470689504,-0.098923697,-0.401951109,-0.017827507,-0.484749308,0.39222949,-0.587321759,0.969768431,0.889411401,-0.430905571,0.689337945,-1.067541485,-1.102295972,-0.575537253,-1.07249691,0.326780259,-0.615028524,0.686598164,0.295846921,0.418372877
image 1788,2.229830963,9.063618019,-1.101001021,11.2598446,-11.39402294,9.09308257,-0.824341553,0.817992434,-1.830700519,-1.348747567,0.806769101,-1.88830228,1.74298296,1.707202217,0.668128548,1.134825869,-1.824371708,1.130721458,-2.813725648,-3.988774407,-1.680891833
image 1789,-0.951239842,-0.686791895,-1.018192174,-0.50370531,0.280262924,-0.691180815,0.122596561,-0.720016556,0.716847034,0.536342675,-0.411713304,0.552650968,-0.802423308,-0.806904534,-0.260482627,-0.697020548,0.656944357,-0.532090455,-0.676964977,0.325634106,-0.9223932
image 1790,1.749179335,-0.434771107,2.226215608,0.076605365,-0.363738685,-0.408417765,-0.734799829,0.674291251,-1.007995184,-1.015470392,0.013468164,-0.760544666,1.115318893,1.118412616,0.782263097,1.064350703,-0.690808617,0.150667571,1.891026934,-0.265791958,2.395146068
image 1791,-1.548281232,-0.214671008,-1.279916854,-0.267518743,0.564803986,-0.207053473,-0.21237069,0.269533955,0.280510539,-0.090058681,-0.172237963,0.048074005,0.010800892,0.011489574,0.185389549,0.051161808,0.056828773,0.100312316,-1.261684265,0.20177304,-1.169737871
image 1792,0.177781864,0.214653885,0.177209326,-0.029133114,-0.151038562,0.212552534,0.058538492,0.272996786,0.709927049,0.60830788,-0.460494956,1.032770844,-0.957312612,-0.970590014,-0.064842723,-0.653802953,0.707397938,-0.680194149,0.427335026,0.8920909,0.249855379
image 1793,2.435847247,-0.582878767,3.062995154,0.100735845,-0.330349266,-0.572518545,-0.288749506,0.059708386,-1.057227511,-0.83471272,4.231058622,-2.471849163,1.447647834,1.374273549,0.301899122,0.918762775,-2.340089901,3.902134126,-2.143067033,-2.88303634,-1.124428982
image 1794,-0.308121762,1.465013324,-0.064921702,0.603980934,0.611409356,1.484897475,-0.55494637,0.721106235,-0.244786875,-0.398529251,-0.374352765,0.326778139,0.005672501,0.062396678,0.587965073,0.386286109,1.107481029,-0.339555654,-0.288565212,0.556553991,-0.198522432
image 1795,0.340315345,0.375133675,-0.893084367,-0.157644912,-0.533120842,0.404970214,-0.832174127,0.800040762,-2.10874155,-1.432919144,0.232037753,-1.44437182,1.967178325,1.897388532,0.865427922,1.494541982,-2.503083205,0.107915488,0.560710788,-0.830419437,0.317980592
image 1796,-0.434750259,0.110745165,-0.463860758,-0.157094932,0.30664892,0.076998792,0.941067243,-0.328987328,1.173516639,1.082332207,-0.451906443,1.105178683,-0.945972303,-0.951404001,-0.924315775,-1.041603001,0.30196037,-0.551343936,-0.199540345,0.772244181,-0.407215615
image 1797,-1.924044033,-0.223251992,-1.438298356,0.734535596,1.377092075,-0.204767414,-0.515422074,0.520196716,-1.344460311,-1.071379157,3.462399353,-2.374957367,1.58764256,1.519869333,0.575878303,1.168592776,-2.229200898,3.480305421,-1.669750875,-2.345397655,-1.298480792
image 1798,0.34694945,-0.449037076,0.23518465,-0.37450785,0.228879115,-0.462451125,0.374214692,-0.529258917,0.897660043,0.75730626,-0.420584794,0.738936259,-0.917029159,-0.928294978,-0.372505851,-0.76875588,0.519371546,-0.542457714,0.593011229,0.471540003,0.338722147
image 1799,0.263211605,0.233864466,0.28366885,-0.17570319,0.328368538,0.250741076,-0.470713691,0.587808137,-0.247856001,-0.439073028,-0.364322034,0.26342145,0.19200243,0.24897434,0.506965118,0.448451224,0.841177211,-0.46248172,0.492538156,0.571883167,0.361991385
image 1800,-0.602775267,-0.369963869,-0.686372146,-0.415750801,0.185740863,-0.365666148,-0.119744195,0.07977873,0.528010536,0.418427857,-0.443982608,0.738245895,-0.847968907,-0.863940588,0.121713215,-0.469613957,0.732676235,-0.656497558,-0.335692226,0.599841761,-0.60385189
image 1801,1.222164844,1.037122833,1.690298805,1.30636981,-1.459115778,1.065071294,-0.779714107,0.786712443,-1.23778935,-1.132033752,0.111597658,-0.615152527,1.307952036,1.297376981,0.830344305,1.190270138,-1.037918841,0.593497615,1.340802899,-0.037023874,1.781303232
image 1802,-2.130820661,0.54464063,-1.355572285,1.164234384,1.762135893,0.565807037,-0.590436012,0.686075168,-1.683418399,-1.220554332,3.398544458,-2.34468826,1.740009462,1.675453745,0.663158068,1.324505867,-2.263608507,3.454860972,-1.84356302,-2.047875432,-1.191346161
image 1803,1.281952479,0.448800727,1.661625736,0.249182517,-0.59237256,0.469596743,-0.580078731,0.673103342,-0.369421949,-0.63098024,-0.142489771,-0.130006119,0.555374451,0.560294839,0.616115126,0.650802243,-0.167822955,0.189174532,1.423501126,0.208142359,1.747518946
image 1804,-1.14315073,-0.902085696,-1.179547079,-0.554324382,0.273816869,-0.882844544,-0.536322424,-0.032383854,-0.244979968,-0.452681246,-0.279109331,-0.237870444,0.159863425,0.193789105,0.522929288,0.374794031,0.653934128,-0.305634555,-0.864915092,-0.00577245,-1.074877817
image 1805,1.723229612,0.00026054,1.962630729,0.125280922,-0.577587361,0.018193942,-0.50011659,0.564008089,-0.275532192,-0.573205357,0.296218764,-0.571459266,0.584538841,0.578023215,0.506890704,0.567483455,-0.426411118,0.911920556,0.030413664,-0.975844501,0.659904305
image 1806,-0.289906418,-0.310864323,-0.393236073,-0.380743204,0.133007571,-0.291797628,-0.531630214,0.506687948,-0.130942411,-0.35562042,-0.354518439,0.22008527,0.011285674,0.029682448,0.562367946,0.341814036,0.609315926,-0.311415952,-0.030700821,0.534269382,-0.308870689
image 1807,1.330883745,-0.554896729,1.542779088,-0.310666641,0.002535517,-0.526737896,-0.785115177,0.711290201,-1.192208167,-1.077726588,-0.163985081,-0.569088503,1.124928976,1.146290124,0.835998045,1.125902134,-0.416235571,-0.110052445,1.55645499,0.105326933,1.713992499
image 1808,1.380719631,0.275343095,1.768624171,0.100302235,-0.47540061,0.27531987,0.000567167,0.327757295,0.165372814,-0.156280183,-0.137013537,-0.012366165,0.403883926,0.383940853,0.028512463,0.212578803,-0.750561939,-0.001879233,1.362580314,0.076432224,1.716838792
image 1809,-0.889216728,-0.58028253,-0.943268333,-0.464417396,0.37311201,-0.559466774,-0.580328234,0.441199389,-0.275510303,-0.502215846,-0.299601005,0.006033189,0.231763906,0.257951812,0.61516856,0.501467137,0.491615917,-0.269100148,-0.616221934,0.267826899,-0.847856082
image 1810,1.005821935,-0.220201195,1.130886033,-0.146147028,-0.180450834,-0.207088348,-0.365619188,0.39526639,0.148231986,-0.069786792,-0.398386748,0.462529888,-0.329972958,-0.308743453,0.3869689,0.044248795,0.881150102,-0.468405867,1.221242309,0.561387992,1.227746401
image 1811,-0.673109784,-0.426370238,-0.766486586,-0.435499248,0.273415796,-0.452605609,0.731761798,-0.868024913,1.182421829,1.265454933,-0.458381462,1.017879117,-1.335138802,-1.37770678,-0.746197609,-1.28510364,0.239058972,-0.692042444,-0.404575137,0.561700224,-0.676822942
image 1812,-0.097469774,-0.380747078,-0.226444516,-0.39286145,0.172267272,-0.378207655,-0.070706638,0.021586501,0.58349506,0.395790915,-0.42233473,0.649534219,-0.741375885,-0.762896154,0.074861099,-0.434646521,0.519263114,-0.515799049,0.159184465,0.615744628,-0.142606711
image 1813,-0.551139493,-0.734145315,-0.716214679,-0.516754074,0.293592358,-0.73545872,0.036842196,-0.719080015,0.653659546,0.546816484,-0.412516997,0.52063823,-0.916952499,-0.916887886,-0.101531179,-0.655282395,0.879962696,-0.52024216,-0.285122142,0.260803905,-0.616633122
image 1814,2.58737078,5.866839358,-0.266713744,5.714858018,-6.610560468,5.896335401,-0.824284779,0.816136578,-2.121513393,-1.429354783,5.89253053,-3.437167741,1.996020811,1.91496358,0.749178839,1.401145518,-2.68903813,4.664868147,-2.78720079,-3.8249501,-1.671012195
image 1815,2.108806183,-1.088694312,2.718092729,-0.450976797,0.200910816,-1.058084544,-0.853309364,0.706657942,-2.124364828,-1.445554474,1.027776873,-2.087499156,1.939578762,1.881021563,0.910092088,1.538734555,-2.309389774,1.095317898,2.230640514,-1.686387227,3.083643076
image 1816,0.106629328,-0.180804091,0.026424191,-0.352560825,0.251694574,-0.173891531,-0.192720656,0.271300447,0.436443164,0.326150057,-0.439250575,0.725385646,-0.783496091,-0.803799924,0.199186817,-0.377701031,0.695533954,-0.635388321,0.354143093,0.691424223,0.10382789
image 1817,0.994989408,0.647432675,1.272573096,0.002593845,-0.066527833,0.630147072,0.481861699,0.206691753,0.79622699,0.477216334,-0.198985322,0.260680632,-0.237147996,-0.264611365,-0.45928247,-0.428334864,-0.482767963,-0.013727528,0.48345706,-0.102170049,0.715910173
image 1818,-0.751134735,1.345710465,-0.49385238,1.050513295,1.529415804,1.293460544,1.456722425,0.049781306,0.285426477,0.319771333,-0.187584001,-0.131633486,0.357992396,0.369542091,-1.171957708,-0.110399128,-0.564635162,-0.070006932,-0.732376878,-0.118578425,-0.593068349
image 1819,0.171321899,1.240240957,0.381007923,0.414280325,0.126520581,1.268153845,-0.778781461,0.789287897,-1.181786559,-1.098585135,-0.2235551,-0.320255099,1.217044048,1.217107473,0.829221309,1.151594468,-0.796283446,-0.064082784,0.210808989,0.276591565,0.299748031
image 1820,-0.694577083,0.332481611,-0.642118533,-0.150814414,0.146848681,0.291167698,1.152041633,-0.281680443,1.342183619,1.378301779,-0.467680835,1.212244873,-1.192693323,-1.205272393,-1.278381846,-1.427075249,0.268640431,-0.687599334,-0.426998127,0.829711615,-0.556127349
image 1821,0.599217675,-0.284461709,0.58135831,-0.191927857,-0.157709322,-0.271515405,-0.360955957,0.362397642,-0.196299473,-0.437045839,-0.310746026,-0.032472076,0.380297084,0.413343074,0.395747962,0.467355479,0.239387282,-0.345479802,0.837232457,0.337254242,0.698773708
image 1822,-1.316227864,-0.186150899,-1.162166189,-0.312311672,0.436779189,-0.209866464,0.661420639,-0.425793676,0.355650701,0.215708971,-0.282976791,0.138835007,0.213718304,0.244516322,-0.682174226,-0.152198514,-0.192018717,-0.275871066,-1.034420155,0.391421592,-1.056488047
image 1823,2.192477954,-0.643254145,2.949052428,-0.165915404,-0.14372722,-0.627331149,-0.443863297,0.205223389,-1.180970328,-0.979318858,0.704861731,-1.398226786,1.461434068,1.422705191,0.497666292,1.076367068,-1.79016516,0.981529292,0.701812227,-1.386665263,1.602775395
image 1824,-0.531364336,0.24344647,-0.499708903,-0.045884551,0.025041014,0.267167924,-0.6616016,0.699568552,-0.870107671,-0.923212104,-0.166741242,-0.299144483,1.016333024,1.020679323,0.706620204,0.971736369,-0.610126462,0.121852057,-0.270031826,0.295750571,-0.398245365
image 1825,1.908877777,-0.99325514,2.386841159,-0.494055354,0.19500625,-0.965290455,-0.779572682,0.49565524,-1.425248821,-1.185142319,0.209942657,-1.25237518,1.395605021,1.397888451,0.832154389,1.25128043,-0.978997202,0.255603699,2.123845702,-0.688698611,2.693433301
image 1826,0.821427288,-0.625007692,0.803611186,-0.341129903,0.018464759,-0.60652912,-0.515137102,0.322751032,-0.117605837,-0.255612437,-0.334331392,0.049340178,-0.203632709,-0.173386264,0.544272411,0.229216115,1.002421339,-0.397316094,1.059116771,0.232016448,0.938372864
image 1827,1.272350422,-0.861398738,1.386489834,-0.370594575,0.08581174,-0.856865281,-0.126174545,-0.867835405,0.495625057,0.355247138,-0.354908151,0.075842287,-0.774785787,-0.775235001,0.131298664,-0.398654594,0.868837868,-0.483216237,1.50073348,-0.254391502,1.596257712
image 1828,0.42372196,-0.283863883,0.362271878,-0.343865531,0.143525191,-0.284764849,0.025208662,0.016724846,0.659574085,0.610672933,-0.453385417,0.886687655,-1.01943358,-1.033240785,-0.030719816,-0.663110254,0.811942127,-0.663902743,0.668199261,0.691634846,0.448507368
image 1829,0.396805439,-0.366858591,0.323051748,-0.372124412,0.172901574,-0.345261943,-0.60216772,0.555669899,-0.360317803,-0.476238157,-0.390122445,0.266175019,0.079646495,0.138840348,0.638304783,0.466551615,1.107151045,-0.55874912,0.63047613,0.627436611,0.397794536
image 1830,0.780354265,-0.664628079,0.745366798,-0.451696271,0.166688247,-0.636698658,-0.778685412,0.680608229,-1.23481792,-1.129311162,-0.148932772,-0.584116097,1.30041444,1.290995378,0.829302952,1.187290881,-1.014418632,-0.198894433,1.018891438,0.069711636,0.892014115
image 1831,-0.481508101,-0.018116535,-0.506448397,-0.258334046,0.203574508,0.008589751,-0.744764417,0.731657866,-0.932089696,-0.934044973,-0.314479159,-0.121568697,0.859541955,0.896421797,0.792367883,0.967651637,0.048924749,-0.432860981,-0.219768378,0.573736972,-0.424557945
image 1832,0.047132368,2.37634796,0.465819368,1.582515447,-1.308165068,2.398750159,-0.625434789,0.763257458,-0.600398638,-0.791803889,0.123624545,-0.648108122,0.884254901,0.85822711,0.664392988,0.828268291,-0.903289497,0.52833199,0.297961687,-0.157361176,0.641172365
image 1833,2.006567192,1.771521126,0.693929139,3.065551567,-2.872392288,1.802529863,-0.865272125,0.819686936,-2.452041676,-1.520916147,2.399151227,-2.346542372,2.11733962,2.037386689,0.915933445,1.603916569,-2.773344817,2.77950813,-2.506719736,-3.256562569,-1.52467256
image 1834,0.281426948,-0.395905137,0.178808278,-0.400228864,0.188945153,-0.387204957,-0.242509888,0.181553572,0.258447269,0.06738632,-0.421797285,0.571808769,-0.461627137,-0.44251386,0.263749645,-0.091435268,0.931551378,-0.542457714,0.52884102,0.604330902,0.266413311
image 1835,1.836932026,-0.511135898,2.358476789,0.070409659,-0.360252716,-0.483060341,-0.782805649,0.715224582,-1.318648018,-1.170435279,0.923147409,-1.4721164,1.403047508,1.382532326,0.833855772,1.234202771,-1.271894835,1.43467682,2.053662905,-1.013079277,2.706574986
image 1836,-1.39402915,-0.749547278,-1.295906595,-0.483814146,0.269919815,-0.723260699,-0.732845931,0.576120728,-0.857181025,-0.897014587,-0.06701922,-0.653543687,0.805350027,0.836623782,0.779478953,0.927235186,0.036289556,0.075582649,-1.111684908,-0.181033262,-1.18456081
image 1837,0.642042409,0.35409109,0.757887194,-0.045964701,-0.073282768,0.363579002,-0.264697051,0.494743164,0.274019886,-0.008295397,-0.430736869,0.687977113,-0.273334911,-0.248022083,0.281334496,-0.006503409,0.73344189,-0.625395782,0.785435779,0.751768351,0.75420524
image 1838,-0.66287052,0.484505654,-0.654854065,0.165962877,0.703377451,0.474250122,0.285858735,0.245950892,-0.535927493,-0.494144992,-0.207856106,-0.380712095,0.850811228,0.8666294,-0.25121581,0.531974211,-0.555701727,-0.181084702,-1.213524329,-0.464219259,-1.14256376
image 1839,0.026324249,0.023717256,-0.026315711,-0.193005012,0.449669706,0.012139387,0.322870063,0.010869781,0.473598656,0.328217953,-0.387554208,0.370741824,-0.497652159,-0.467058456,-0.248439133,-0.297340889,0.89764447,-0.509874901,0.280423552,0.327093822,0.088949079
image 1840,0.798575711,0.722549168,0.991630908,0.139337085,-0.243017383,0.628982252,2.609129538,-0.698520694,1.28831044,1.409385342,-0.41487035,0.959025066,-0.769308576,-0.760961285,-2.141656027,-1.180956524,0.13253249,-0.397316094,0.799552364,0.628686697,0.888505064
image 1841,0.294017288,1.06636838,0.47613664,0.283963015,-0.169986228,1.072235191,-0.163922173,0.55837704,0.464164,0.202194379,-0.40403569,0.684682195,-0.50078548,-0.493800834,0.171762061,-0.228937584,0.649762482,-0.373619503,0.514186456,0.735308701,0.546003306
image 1842,0.548636589,-0.108072585,0.542755055,-0.24732528,0.025057144,-0.121206822,0.366311742,-0.11641322,0.948937081,0.882654104,-0.457635731,1.001926897,-1.086771851,-1.107786007,-0.379639653,-0.911858509,0.519635497,-0.660940669,0.78911556,0.760207144,0.628669435
image 1843,0.205225729,-0.169674562,0.138689507,-0.282574896,0.062726411,-0.156868515,-0.357078113,0.408569654,0.181524326,0.009949303,-0.439328209,0.672120174,-0.4682969,-0.443283889,0.37561457,-0.045762112,1.060288264,-0.672788964,0.454212488,0.745868879,0.215647204
image 1844,-0.38409293,-0.877541308,-0.590397852,-0.530658283,0.26470616,-0.859483249,-0.5033362,-0.052491111,-0.082480964,-0.305355907,-0.306720768,-0.109904964,-0.060027365,-0.02982065,0.53230889,0.289312335,0.801786232,-0.362163772,-0.123165906,0.019286863,-0.48022778
image 1845,-2.64088441,-1.185996728,-1.790592422,-0.579189567,0.323311208,-1.155636319,-0.846326917,0.391068538,-2.052109859,-1.427832247,2.324647423,-2.701157187,1.914194012,1.85543181,0.86961738,1.448090406,-2.289431654,2.164395553,-2.333989387,-2.440393395,-1.649930848
image 1846,0.827579635,1.193009295,0.55094951,0.764899882,-1.337669817,1.219850734,-0.748887695,0.778122592,-1.070265775,-1.057703494,1.342967687,-1.321637902,1.219385748,1.196785732,0.742712254,1.010110142,-1.111324355,2.104155288,-1.795424604,-1.483324803,-1.298398796
image 1847,2.105092645,0.383298337,1.617905563,0.565156636,-0.913634485,0.167373181,6.021485684,-2.817283595,-0.033670422,1.431346554,1.026082866,-1.261807527,0.689189337,0.67664592,-5.46086825,-0.993554297,-1.921889952,1.495449108,-2.247607233,-2.910243143,-1.302569561
image 1848,0.289974317,-0.639897178,-0.090385926,-0.493675217,0.141165187,-0.67869969,1.082289514,-1.969020675,1.398498439,1.546896319,-0.442554998,0.847077639,-1.413492935,-1.457675601,-1.238617527,-1.634557251,0.020269662,-0.626876819,0.53863225,0.242574627,0.229971412
image 1849,0.026697784,-0.016631252,-0.020958061,-0.184616372,0.042758782,0.004746982,-0.59617915,0.627716565,-0.350853054,-0.45393908,-0.413090256,0.408834754,0.035779696,0.098566946,0.6318632,0.441912666,1.198075633,-0.59281297,0.270847515,0.825547474,0.039872626
image 1850,0.212982081,1.811515369,0.534202238,0.940754768,-0.085873595,1.829459699,-0.500951063,0.717409413,-0.324501995,-0.56070436,-0.312909707,0.185510726,0.461955654,0.49290165,0.536959311,0.583992056,0.214537132,-0.129248409,-0.171629962,0.411596305,0.029069087
image 1851,-1.909467983,-0.674484388,-1.526515098,-0.25041223,0.609819449,-0.671132205,-0.093286494,-0.359618894,-0.634728034,-0.642805508,0.021366552,-0.844547154,1.063928793,1.043010265,0.176486934,0.746933776,-1.250743284,0.021817358,-1.615416624,-0.460297478,-1.398955192
image 1852,1.628087951,-0.65264015,1.986036423,-0.24871308,-0.054190903,-0.626898823,-0.71766859,0.594540387,-0.825390352,-0.861066175,-0.168718536,-0.484323415,0.733852494,0.781183993,0.763388834,0.888577626,0.297126251,-0.130729446,1.796579232,-0.02045914,2.138220447
image 1853,-0.224867315,-0.356656095,-0.365171672,-0.408415473,0.140285361,-0.401197975,1.242262883,-1.229738476,1.468868704,1.76549485,-0.465600563,1.166350479,-1.595264516,-1.648488113,-1.278348204,-1.763068996,-0.043678733,-0.700928666,0.034416232,0.590128372,-0.271805841
image 1854,2.292893056,-0.823237755,3.102606473,-0.155901399,-0.100056115,-0.794185518,-0.809951479,0.691044529,-1.784418412,-1.338131285,1.95636862,-2.298733718,1.789271011,1.727836687,0.863406672,1.423281847,-2.21305495,1.67317354,2.220421094,-2.15271242,3.356810293
