,glcm_mean,glcm_variance,glcm_autoCorrelation,glcm_cProminence,glcm_cShade,glcm_cTendency,glcm_contrast,glcm_correlation,glcm_differenceEntropy,glcm_dissimilarity,glcm_energy,glcm_entropy,glcm_homogeneity1,glcm_homogeneity2,glcm_IDMN,glcm_IDN,glcm_inverseVariance,glcm_maxProb,glcm_sumAverage,glcm_sumEntropy,glcm_sumVariance
image 1688,0.461646788,1.115463579,0.687849293,0.690103516,-0.806138427,1.136275486,-0.580716857,0.715496783,-0.304517052,-0.407651601,-0.401511514,0.425301557,-0.032188235,0.029722097,0.615008721,0.39156082,1.248537053,-0.532090455,0.67693605,0.792520457,0.752319261
image 1689,0.081739323,-0.652647247,-0.101653814,-0.481971645,0.221873037,-0.670790499,0.506159588,-1.189634647,1.099099038,1.041788429,-0.421029406,0.68002397,-1.118199707,-1.162075355,-0.529099323,-1.066909934,0.090539563,-0.561711194,0.334694936,0.34499012,0.005695309
image 1690,-0.304869807,-0.296397724,-0.419713833,-0.355536849,0.264174357,-0.316732605,0.567174285,-0.485952565,1.122091845,1.148891574,-0.452973557,0.966369353,-1.260901378,-1.310455743,-0.591559535,-1.179233032,0.1549257,-0.663902743,-0.04393512,0.664860036,-0.335522128
image 1691,-0.785192374,0.018193814,-0.754002729,-0.139296114,0.560779912,0.027542675,-0.260721033,0.404679702,0.305135986,0.152866117,-0.428329795,0.685194175,-0.610634972,-0.586561511,0.274045656,-0.191842728,1.117987228,-0.603180228,-0.51718503,0.68147048,-0.673896017
image 1692,0.330382057,-0.43931098,0.230515001,-0.34440108,0.007903313,-0.420242938,-0.531630214,0.456123945,-0.192745198,-0.331294154,-0.38059146,0.233552505,-0.105333447,-0.051290923,0.563132998,0.313079466,1.192435878,-0.545419788,0.575365498,0.464583004,0.327062179
image 1693,1.401747476,-0.710730009,1.615873021,-0.273358268,-0.002865926,-0.693519621,-0.479745633,0.184706695,-0.046470295,-0.18770161,-0.337085531,-0.016371922,-0.289468318,-0.252204098,0.506435235,0.157834259,1.143626181,-0.391391947,1.627459959,0.047436332,1.799429168
image 1694,0.580584851,0.007419465,0.613758619,-0.029736801,-0.225463736,0.017564036,-0.282908195,0.416313646,0.268022455,0.117052447,-0.436128988,0.705490026,-0.582082987,-0.557645536,0.298085461,-0.155067549,1.121786877,-0.643168226,0.817563922,0.762783417,0.694624413
image 1695,0.182791633,0.801406679,0.292235345,0.343594197,0.205424344,0.787763015,0.380252349,0.295746069,0.876155707,0.683989597,-0.42824992,0.89442053,-0.796410896,-0.800630545,-0.371792984,-0.684267309,0.489008461,-0.426936833,0.084276183,0.585476458,0.052357039
image 1696,0.70055563,1.355309683,0.78939023,0.656707079,-0.777080571,1.367478396,-0.339750528,0.645785931,0.099636197,-0.24175998,-0.20371559,0.151039141,0.121800999,0.130476265,0.325171722,0.205827622,0.142100346,0.146224461,0.037450437,-0.119483517,0.300565387
image 1697,1.278063317,0.177876439,1.60402382,0.096778141,-0.397732596,0.200782222,-0.638835442,0.680147663,-0.446181752,-0.640778319,-0.140417982,-0.098119103,0.437238503,0.4559275,0.677863611,0.649996122,0.220705836,0.156591719,1.494966338,0.306843704,1.750658928
image 1698,-0.281534831,-0.153119633,-0.365490368,-0.29146374,0.190186228,-0.161733279,0.240257244,-0.055938549,0.853050079,0.862382216,-0.458023323,1.006751356,-1.180261863,-1.219205831,-0.254002982,-0.911884035,0.495829391,-0.690561407,-0.022502012,0.78137007,-0.290750372
image 1699,0.250115894,0.626909046,0.275732909,0.605524002,-0.898227828,0.464884808,4.518256336,-1.652606439,2.44001675,3.691662126,-0.457064122,1.288244778,-1.977694727,-2.009389072,-4.41458171,-3.403107289,-1.106648333,-0.542457714,0.499596448,0.378479755,0.427186382
image 1700,-0.449054468,-1.090693532,-0.693838934,-0.567817279,0.30284294,-1.076959017,-0.38270134,-1.986399402,-0.753222148,-0.789438835,0.798036178,-1.494011936,1.025199235,1.033982659,0.419014782,0.841766481,-0.705383146,0.977086181,-0.18514401,-1.288323431,-0.495400695
image 1701,-0.313395203,-0.588027685,-0.482432667,-0.475876009,0.267096601,-0.603223329,0.423939461,-0.882417273,1.026976705,1.044829213,-0.434339469,0.758562051,-1.236948837,-1.290233783,-0.534609646,-1.167212432,0.193531894,-0.583926748,-0.05368331,0.423582953,-0.387926978
image 1702,0.325262425,-0.342708815,0.237546831,-0.377472285,0.150041237,-0.338640202,-0.113362931,0.096221211,0.540155818,0.375181161,-0.433552269,0.665849291,-0.754521146,-0.758513385,0.11574678,-0.418378289,0.751569765,-0.615028524,0.571771794,0.583701386,0.329307288
image 1703,-0.776579087,0.705418715,-0.61917105,0.469207159,1.077678735,0.701228175,0.116657077,0.38588096,0.620757158,0.470459037,-0.41516393,0.675146867,-0.770013328,-0.757019789,-0.103547216,-0.488292102,0.905822722,-0.533571492,-0.572661489,0.52153788,-0.582746423
image 1704,-0.545668298,0.969908397,-0.375416451,0.488801927,0.808540201,0.981565422,-0.325368141,0.609467779,0.166420333,-0.107627651,-0.422370779,0.607670048,-0.197517167,-0.17166334,0.347924194,0.095468137,0.747178863,-0.566154305,-0.495644327,0.635278411,-0.493806932
image 1705,-1.357785403,-0.881690388,-1.338819062,-0.494403777,0.383679403,-0.852249872,-0.820762488,0.69551765,-1.471368914,-1.285454529,0.425927111,-1.319163848,1.598933965,1.569554878,0.857180374,1.315057427,-1.573830962,0.808896863,-1.1350357,-0.809002101,-1.194830754
image 1706,0.79659817,-0.199108045,0.856397098,-0.172109287,-0.067705205,-0.173184896,-0.722871775,0.697922312,-0.950099899,-0.971885832,-0.250374323,-0.198604511,1.018453058,1.03577407,0.769580705,1.016146425,-0.412385972,-0.253655512,1.007815034,0.429419251,0.948068098
image 1707,0.014964379,0.043054002,-0.204752668,-0.412848694,0.193476148,-0.40686118,12.5469658,-8.139144458,3.352135126,7.447367343,-0.493812525,2.042668439,-2.873413377,-2.829366616,-11.55324834,-6.405854243,-1.843124691,-0.765353773,0.267877867,0.620668257,-0.033893501
image 1708,-0.112543026,-0.00834694,-0.185502333,-0.261037251,0.140965124,-0.047770375,1.099420752,-0.550385595,1.388390736,1.60669839,-0.472590643,1.296159035,-1.510178921,-1.558367428,-1.125695904,-1.608361138,0.069609443,-0.717220072,0.144422304,0.820317624,-0.104124648
image 1709,2.01025814,1.160274029,0.419696411,0.168511065,-1.074400997,1.186901291,-0.742905304,0.775387223,-1.283719971,-1.130696468,0.602316329,-1.561849505,1.346787914,1.340077492,0.692966765,1.043153921,-1.061538193,1.114853686,-2.762549586,-3.899590083,-1.639787262
image 1710,1.065499707,0.668883097,1.379745241,0.236840477,-0.466383278,0.66252265,0.177180908,0.35036692,0.602267401,0.248481858,-0.288035511,0.454976076,-0.120320065,-0.142901957,-0.15811566,-0.219799005,-0.388679453,-0.112957003,0.930302931,0.357624498,1.164876089
image 1711,0.306168175,0.044758391,0.289027868,-0.086028932,-0.211081662,0.044086321,0.018729225,0.22696071,0.654354352,0.476878469,-0.444369964,0.849385869,-0.7896977,-0.792565833,-0.01912513,-0.51070327,0.708189618,-0.63131993,0.554491889,0.751509645,0.373702229
image 1712,0.031553745,-0.263356532,-0.07060899,-0.300731114,0.087443207,-0.259512293,-0.107128927,0.149697941,0.511594386,0.366734541,-0.443615751,0.801569818,-0.773714744,-0.772687535,0.112305387,-0.408363356,0.868784987,-0.656497558,0.284124852,0.712704815,0.007225029
image 1713,0.847287267,-0.428339764,0.875447455,-0.173494846,-0.156473347,-0.411950732,-0.45692271,0.382232636,0.021151317,-0.204338399,-0.298234549,0.108666288,-0.176045487,-0.165960648,0.482739371,0.181878089,0.654627642,-0.051253079,1.084443036,0.299711949,1.007564287
image 1714,1.715613722,-0.487127414,1.256442336,-0.27694817,-0.109735864,-0.457413504,-0.828502136,0.770613988,-1.960688858,-1.397174423,1.632713703,-2.115627155,1.894482247,1.826402824,0.858454194,1.444968899,-2.400253784,2.168657884,-0.945121853,-2.188208472,-0.373814786
image 1715,0.104217364,0.314730989,0.124718857,-0.074744676,0.411975333,0.333535899,-0.524512651,0.629637778,-0.151812441,-0.420152599,-0.352616766,0.204787778,0.175452896,0.198055294,0.555351575,0.418096213,0.4368374,-0.421012685,0.33114427,0.514985228,0.199658014
image 1716,0.566764042,-0.041728609,0.587356088,0.03730063,-0.349928785,-0.030846011,-0.303475499,0.414381905,0.204820471,-0.161010291,-0.210866833,0.21065001,0.034219985,0.027244072,0.32316582,0.162641123,0.017991941,0.032184617,0.802608089,0.331867078,0.704880199
image 1717,-0.055831564,-0.773492577,-0.251669376,-0.469840392,0.239327045,-0.74792776,-0.71271084,0.526560546,-0.775333781,-0.779640756,-0.277831129,-0.29972721,0.529122524,0.595580012,0.757705601,0.795068447,0.778457324,-0.397316094,0.195702522,0.139870646,-0.145534442
image 1718,1.356679954,-1.121551176,1.472509428,-0.550834114,0.268594126,-1.09122372,-0.845426814,0.618011241,-2.03313504,-1.421576317,1.338023668,-2.074556226,1.899526137,1.842225203,0.901590025,1.512573374,-2.254489504,1.830721334,1.583322567,-1.616385236,1.8368096
image 1719,2.215655658,2.504566076,0.447672037,3.485275694,-3.305063549,2.513339029,-0.245387634,0.678296697,-1.673291743,-1.066026726,1.097623776,-2.024129451,1.605556497,1.576036567,-0.034099866,1.021496835,-1.751748113,1.157617836,-2.755933704,-3.695963444,-1.657068283
image 1720,-0.564630712,-0.10091585,-0.620458145,-0.309488923,0.243297408,-0.143339406,1.183113478,-0.724810903,1.447090689,1.600278959,-0.465510086,1.205799356,-1.399238987,-1.436729371,-1.211836555,-1.584824943,0.010011427,-0.653535484,-0.299755188,0.744893123,-0.536128781
image 1721,-0.973915637,1.689508147,-0.56470959,0.796282292,0.594074053,1.704811739,-0.427272012,0.691497762,-0.049144338,-0.397515657,-0.007434219,-0.025061965,0.363742101,0.342656277,0.453919891,0.411771361,-0.426641971,0.366898964,-0.700593042,0.278260992,-0.440370139
image 1722,0.160906853,0.025756402,0.122196645,-0.235383454,0.147095034,0.024213246,0.043027113,0.201584395,0.696250602,0.445457042,-0.433326782,0.841037134,-0.666468167,-0.682042007,-0.043462913,-0.469557438,0.385528844,-0.46248172,0.406547494,0.757212119,0.198600605
image 1723,-0.287797042,-0.481900914,-0.424884095,-0.384740232,0.405862162,-0.463856844,-0.503061788,0.403303151,-0.275897914,-0.553609199,-0.26305293,-0.052741896,0.498956748,0.512829374,0.536432432,0.576314343,-0.065144221,-0.229958921,-0.032895778,0.304079209,-0.331148056
image 1724,-1.501149855,0.587698384,-1.095028012,0.196793768,0.737331852,0.608521107,-0.580864117,0.684791496,-0.79464267,-0.871539984,0.154490273,-0.410738262,1.018153034,1.022474198,0.626755023,0.927033847,-0.675024933,0.820096266,-1.21694588,0.103814503,-0.975764075
image 1725,-0.528221998,0.197251676,-0.508192335,-0.16453563,0.249713848,0.215341428,-0.504534387,0.602002732,-0.102999171,-0.296831944,-0.399107739,0.44961409,-0.097771464,-0.055153921,0.533569872,0.279102403,0.997889888,-0.478773126,-0.264097899,0.736190891,-0.430516604
image 1726,1.449933542,-0.879033599,1.376794909,-0.471482834,0.145816987,-0.850566913,-0.793605627,0.632064864,-1.262178648,-1.085070543,-0.016625678,-0.93556969,1.10399742,1.1402877,0.839472755,1.115291727,-0.200825105,0.166958978,1.667636277,-0.383660602,1.869777361
image 1727,-2.002314956,0.664349443,-1.292062421,1.200003869,1.866727807,0.685705711,-0.595765757,0.697021562,-1.383059726,-1.082624076,4.059581428,-2.520172625,1.599764405,1.538015496,0.638445932,1.170404647,-2.211021905,3.815002761,-1.7096328,-2.329425872,-1.105573778
image 1728,-0.337125686,-0.121965259,-0.398673055,-0.307773129,-0.006523103,-0.097106062,-0.693223442,0.683769192,-1.034296926,-0.961749888,-0.280714623,-0.259378612,0.991608273,1.031985619,0.7152351,0.966974265,-0.110585527,-0.326226322,-0.075525283,0.446461889,-0.305046893
image 1729,0.396885699,-0.588614163,0.278500344,-0.44705657,0.228295474,-0.571045501,-0.489772689,0.317280729,-0.046371383,-0.279974029,-0.360361246,0.195336658,-0.078255264,-0.059148258,0.518052482,0.262700375,0.677933998,-0.414427104,0.625695705,0.400340681,0.365763616
image 1730,1.551757654,-1.112615623,1.77616279,-0.563538326,0.282611283,-1.083252534,-0.818535698,0.452116127,-1.722273268,-1.325171215,0.608752234,-1.687459369,1.716156835,1.671565972,0.872611244,1.406302121,-1.906347667,0.840883914,1.77265453,-1.209954597,2.110533165
image 1731,-0.072728548,-0.467627567,-0.219202046,-0.403970743,0.201263612,-0.467245201,-0.010526414,-0.135128247,0.629702472,0.535666946,-0.440411817,0.768576204,-0.933877372,-0.948636151,0.00872406,-0.583934004,0.752347115,-0.643168226,0.181994801,0.568822377,-0.133816728
image 1732,0.225572421,-0.434695276,0.101893108,-0.392862445,0.12323938,-0.442438205,0.216057529,-0.336997705,0.8411976,0.795147119,-0.447620079,0.867487962,-1.089279953,-1.111246536,-0.22967154,-0.838660144,0.605162657,-0.660940669,0.475559519,0.586773746,0.193767265
image 1733,1.053713884,-0.571600375,1.127776806,-0.263640715,-0.087484252,-0.56341334,-0.228148201,-0.005082332,0.309223966,-0.073621354,-0.205442873,-0.048312027,0.037383116,0.001027826,0.242340972,0.077346751,-0.441326482,-0.130907884,1.286609295,-0.007453856,1.300735828
image 1734,0.328887916,0.23582128,0.351951871,-0.093877505,0.325553874,0.234305844,0.04219264,0.290358881,0.730421038,0.495123169,-0.391241395,0.603701336,-0.710863539,-0.743662141,-0.045752736,-0.526121772,0.190818461,-0.35584706,0.57532246,0.523468805,0.457503209
image 1735,0.644063895,-0.225459719,0.407694955,-0.248960708,-0.169825144,-0.230617391,0.143900164,-0.037153353,0.8010169,0.668109951,-0.428341105,0.705259346,-0.950340645,-0.977803778,-0.220982955,-0.777156102,0.469024963,-0.603180228,0.882594898,0.551412133,0.729633647
image 1736,1.197731235,0.004576566,1.444580053,0.304750001,-0.492357267,0.008439117,-0.107717967,0.294794794,-0.272169794,-0.419139005,-0.307187487,0.061037118,0.488603976,0.528745778,0.185023702,0.485797466,0.17407797,-0.364733282,1.055544586,0.293432474,1.227317758
image 1737,-0.949621052,-0.586785894,-1.124267283,-0.477516598,0.171917526,-0.567435049,-0.539473739,0.383850302,-0.998140281,-0.948392242,-0.181770417,-0.525723389,1.170432523,1.175317319,0.580819104,1.001154563,-0.819833918,-0.177505437,-0.676432574,0.063172603,-0.901027479
image 1738,0.608709869,0.357142262,0.71918409,0.103188881,-0.425075817,0.373450804,-0.454907792,0.59740719,-0.379454082,-0.593815111,-0.244773447,0.043401695,0.583279457,0.610438693,0.494731225,0.630268822,0.006477823,-0.050753452,0.849369277,0.460176412,0.836243825
image 1739,0.181055792,-0.055588624,0.13595939,-0.261753199,0.06636931,-0.038017231,-0.490004741,0.544529769,-0.117409394,-0.344133017,-0.411714953,0.482889244,0.016300734,0.056438989,0.520725478,0.336252356,0.831377039,-0.557268083,0.431961651,0.754043176,0.213981648
image 1740,1.284193692,-0.223750631,1.529588461,0.011120134,-0.366843294,-0.21509626,-0.241282722,0.288970355,0.327740101,0.179895302,-0.370861377,0.364540798,-0.637248554,-0.622534551,0.255152923,-0.219589043,1.030330528,-0.443228239,1.510912054,0.253922274,1.689691529
image 1741,1.003822422,-0.55327842,1.065736629,-0.24667904,-0.027897612,-0.534140536,-0.533544593,0.397822807,-0.206819997,-0.47218378,-0.291392361,-0.000165977,0.255849949,0.281688333,0.566057063,0.476193472,0.400498105,-0.293643509,1.223544861,0.232533241,1.195095202
image 1742,0.803277862,0.921527079,1.055192304,1.537447301,-1.584225176,0.876084668,1.267002551,-0.026533963,1.391606461,1.552640021,-0.428187482,0.777492273,-1.390478621,-1.442136347,-1.245924547,-1.523909699,-0.033237146,-0.511355938,1.037081126,0.318334052,1.208371903
image 1743,0.52132456,-0.229862324,0.498007669,-0.176177432,-0.085421507,-0.211042902,-0.524758084,0.526139248,-0.170073317,-0.37454085,-0.393845681,0.383591749,0.024782699,0.069638411,0.556005363,0.364751617,0.906408379,-0.514318012,0.763787479,0.677135523,0.584792431
image 1744,-0.550436367,1.242048937,-0.324455175,0.535259869,0.903753573,1.259178999,-0.478076687,0.685497344,-0.033326725,-0.32960483,-0.324350141,0.08319539,0.077358282,0.084559783,0.506040731,0.322722924,0.324201761,-0.33659358,-0.605413688,0.070254126,-0.51502953
image 1745,1.122760485,0.886775298,1.516978766,1.171751344,-1.21338576,0.914943597,-0.785800851,0.786663524,-1.198566493,-1.058379223,-0.255106476,-0.216902991,1.05816031,1.095289901,0.836722121,1.103208938,-0.14351943,-0.315859063,0.913948351,0.344243544,1.229933543
image 1746,-1.251738077,-0.58221179,-1.181788564,-0.406464098,0.434387262,-0.556073403,-0.728762172,0.633327279,-0.834499164,-0.845524394,-0.211902374,-0.331760346,0.666998727,0.720703176,0.774919656,0.868249953,0.471362978,0.03070358,-0.97410188,0.190587559,-1.085625304
image 1747,0.465294251,0.947806728,0.435443395,0.491848877,-0.706278912,0.967874081,-0.559904121,0.699177883,-0.243631574,-0.401570035,-0.409958656,0.471778009,0.008945929,0.06251911,0.570880599,0.349312868,1.069228282,-0.546900825,0.634349583,0.742860259,0.665080691
image 1748,-0.788378411,-0.198519909,-0.79184549,-0.293476717,0.341826242,-0.171959585,-0.740641139,0.712607937,-0.982948273,-1.004320854,-0.268977074,-0.220957175,1.078195721,1.080823549,0.788239899,1.050249078,-0.641989008,-0.357328097,-0.51746478,0.452567991,-0.702393673
image 1749,1.019752608,0.092613944,1.200166176,-0.148482512,-0.080710995,0.077627662,0.417901804,-0.008301949,0.851243937,0.536342675,-0.295959581,0.587077402,-0.403035509,-0.425087452,-0.406148319,-0.506508062,-0.223627703,0.078096762,1.118423644,0.418034946,1.204866904
image 1750,0.243238448,-0.542870729,0.110774196,-0.414635416,0.145232374,-0.524639442,-0.508264972,0.373096619,-0.235963925,-0.543473254,-0.183778298,-0.136600868,0.514540655,0.502488137,0.540246663,0.564130433,-0.401925459,0.094388168,0.492860944,0.189330876,0.229692665
image 1751,-0.559708834,-0.255636297,-0.650594754,-0.372302781,0.261894201,-0.308918484,1.485978064,-1.231371494,1.535767193,1.798943466,-0.465670306,1.219226301,-1.512706576,-1.549607342,-1.498349809,-1.761340065,0.023954269,-0.681675186,-0.293514624,0.67372205,-0.560650738
image 1752,0.518929539,3.730663919,1.246716315,2.620331393,-1.332250647,3.703707283,0.750660155,0.542036669,-0.122139827,-0.166753992,1.115604762,-1.034565374,0.719342504,0.712542303,-0.527126791,0.330980055,-0.923765875,1.911620486,-1.829123647,-1.294222649,-1.137522917
image 1753,-0.766823222,2.486414579,-0.306713517,1.990234739,2.093444885,2.376626791,3.060972085,-0.082763441,-0.165869644,0.322474251,0.107271711,-0.911790569,0.661792908,0.701770781,-1.980307868,0.068837222,-0.433063523,0.101793352,-1.284602197,-0.903550173,-0.897447763
image 1754,1.239303972,-0.723231352,0.557818475,-0.540063664,0.168564339,-0.693655225,-0.824590649,0.740634008,-1.626759282,-1.282461033,0.763114927,-1.773692539,1.566985342,1.550456347,0.867303844,1.322410571,-1.375624358,1.080566502,1.435684346,-1.382902722,1.585456452
image 1755,-2.119932653,-1.155749346,-1.680143167,-0.572090901,0.3257051,-1.126678536,-0.81037218,0.181425969,-1.561271194,-1.261236383,1.103649206,-1.979293037,1.543050237,1.525116325,0.830166425,1.256021474,-1.37472644,1.284719342,-1.826397493,-1.625164987,-1.539581195
image 1756,-1.453688888,-0.483231354,-1.279216543,-0.318888862,0.556477658,-0.464467361,-0.523138225,0.425288575,-0.281925515,-0.487725561,-0.258792956,-0.102662964,0.240928677,0.286243735,0.558986434,0.495045076,0.681516594,-0.226996847,-1.170464441,0.150464182,-1.175825604
image 1757,-0.526969556,-0.53305002,-0.649075135,-0.411738657,0.181455591,-0.515151509,-0.498987597,0.368090356,-0.140215724,-0.29446689,-0.370668877,0.210124167,-0.126748857,-0.073989014,0.52868117,0.277043884,1.167582695,-0.455076535,-0.262871305,0.428778382,-0.562090168
image 1758,0.610357819,-0.265337808,0.584872173,-0.249800917,-0.044327506,-0.288783237,0.653910382,-0.520521567,1.115307157,1.161392572,-0.458724522,1.041311744,-1.277456806,-1.316408988,-0.658563171,-1.181391245,0.320198212,-0.686118297,0.848142684,0.639907525,0.681600313
image 1759,-0.23363441,-0.251171625,-0.328521627,-0.290659416,0.141411574,-0.232508635,-0.520389373,0.515980231,-0.191768924,-0.428261354,-0.37247701,0.358080579,0.154216012,0.191343501,0.55296287,0.427604719,0.657654168,-0.369176393,0.024409811,0.687770258,-0.25345957
image 1760,0.339588606,-0.311697852,0.246251473,-0.330071159,0.067966889,-0.34333639,0.882408704,-0.798376253,1.292220329,1.410398936,-0.462333248,1.11966905,-1.385119247,-1.428526747,-0.908345428,-1.422065179,0.129603595,-0.666864817,0.584382036,0.648495085,0.338286043
image 1761,1.320119007,-0.295804176,1.536400076,-0.440566767,0.265703059,-0.3719312,2.123073601,-1.896658591,1.631190331,1.745222962,-0.088453837,0.222314478,-0.960072758,-1.009344871,-1.974850309,-1.604927593,-0.901020183,0.535737174,0.274957679,-0.738502724,0.513116788
image 1762,-0.422950936,-0.27048915,-0.518059602,-0.374027854,0.164483517,-0.279916525,0.262984359,-0.182254298,0.871204494,0.762712097,-0.452541198,0.920950025,-0.996944917,-1.012206031,-0.350009441,-0.865933584,0.574347038,-0.666864817,-0.159579218,0.686281317,-0.437055373
image 1763,1.854626179,-0.641964617,1.732161514,-0.312978619,-0.044481955,-0.640049075,-0.053231794,-0.352771152,-0.567544765,-0.62118216,0.348695614,-0.957903558,1.002379671,0.990325542,0.08462567,0.668568417,-1.066050824,0.751968567,1.6332271,-1.112551659,2.227440339
image 1764,-0.899450258,-0.461491067,-0.939423643,-0.434098713,0.290260077,-0.471094215,0.26794211,-0.433945736,0.80852963,0.670475004,-0.434630457,0.757391399,-0.89914788,-0.901454979,-0.264537305,-0.688786968,0.694049587,-0.617990598,-0.626244259,0.522925031,-0.850153465
image 1765,0.91641514,0.719362037,1.147424033,0.295864079,-0.44257933,0.621966783,2.715892986,-0.747681963,1.309017432,1.433373743,-0.404678692,0.879238244,-0.668188271,-0.649068916,-2.272836266,-1.185949026,0.054162709,-0.486178311,0.859569371,0.577251656,0.998378073
image 1766,-0.203158317,-0.293982347,-0.313116162,-0.341657224,0.13327005,-0.289718866,-0.118811548,0.138520821,0.499079054,0.291728554,-0.439466282,0.733371998,-0.64626655,-0.638764785,0.126409519,-0.324247783,0.812019623,-0.655016521,0.049996122,0.678092466,-0.239408606
image 1767,-0.204718377,-0.200041132,-0.339696506,-0.377137054,0.22723649,-0.30727666,2.990581839,-2.361018889,2.064357424,2.978767379,-0.481255732,1.52157183,-2.014684965,-2.06654746,-2.990054089,-2.845407158,-0.625869769,-0.7423977,0.052729058,0.683095907,-0.240679682
image 1768,-0.422972908,-0.152715573,-0.49494388,-0.297789964,0.187768531,-0.161647814,0.249141926,-0.062612483,0.894086598,0.778253878,-0.454352158,0.960254508,-0.999142522,-1.026107081,-0.262584543,-0.812822104,0.411805949,-0.641687189,-0.163861536,0.750613023,-0.420940892
image 1769,1.223922658,0.310931497,1.548609006,0.742601837,-0.9981445,0.330664056,-0.550381312,0.643457059,-0.239157059,-0.350890313,-0.302543927,0.030038477,-0.103170274,-0.041573796,0.582741509,0.331987617,1.298086781,-0.388429873,1.449044398,0.190154864,1.714713208
image 1770,0.622358493,-0.333231118,0.606896163,-0.247729139,-0.099659415,-0.304815659,-0.792336673,0.745184321,-1.677478466,-1.299550367,0.032346341,-0.839763,1.727055874,1.666794214,0.845251869,1.381988339,-2.135591453,0.006656247,0.864156479,-0.137808862,0.770321764
image 1771,-0.186898541,1.120934332,-0.049724141,0.419024155,-0.295820518,1.055033124,1.837487513,-0.161927661,1.669817622,1.970240925,-0.472848881,1.43226331,-1.508318716,-1.542130096,-1.814107447,-1.899382649,-0.121892062,-0.649092373,0.070181117,0.95319997,0.040339034
image 1772,-0.716835398,-0.147028951,-0.732830643,-0.221066652,0.48900347,-0.136898602,-0.282466415,0.358654042,0.24798665,0.001164818,-0.377937929,0.50171913,-0.3424237,-0.312582683,0.29968457,-0.021149794,0.90130304,-0.373619503,-0.450238847,0.574913,-0.649543286
image 1773,-0.096898485,0.270941365,-0.089381965,-0.091301937,0.248709681,0.298918984,-0.780303147,0.769106708,-1.158082553,-1.035404416,-0.332033881,-0.05926555,1.013198894,1.052145275,0.830773655,1.077695463,-0.071516939,-0.44767135,0.1498021,0.746304225,-0.020962356
image 1774,0.283734079,-0.200256473,0.215216223,-0.256971744,0.023720703,-0.20243444,0.060796478,0.052131802,0.709287363,0.629255498,-0.453618679,0.925680009,-0.994061257,-1.017240766,-0.066928603,-0.677693787,0.639398569,-0.692042444,0.532520801,0.733180657,0.298108225
image 1775,1.761542861,-0.801040431,2.177112907,-0.400349925,0.086747073,-0.770603384,-0.848576758,0.772985963,-2.115701467,-1.441029328,0.312800983,-1.35450478,1.939980788,1.880963314,0.905067666,1.534474057,-2.321820521,0.494105005,1.614882715,-0.847190297,2.114914908
image 1776,0.11265487,-0.435070436,-0.021922356,-0.411396747,0.178605928,-0.442160338,0.197846384,-0.318159726,0.830546657,0.774537366,-0.446789526,0.870543792,-1.077648161,-1.10117424,-0.209653863,-0.818649822,0.595840127,-0.61206645,0.364972429,0.586885441,0.067870916
image 1777,0.164642207,0.224412829,0.170953036,-0.056205377,0.377807042,0.238490866,-0.392665929,0.540634255,-0.309309744,-0.451911891,-0.368708535,0.256594853,0.21778149,0.273504401,0.457050174,0.4729107,0.831562038,-0.426936833,0.262498071,0.557467151,0.115731421
image 1778,-0.938847256,-0.421059919,-0.950464478,-0.244075135,0.573118638,-0.406716367,-0.399881665,0.326482469,0.083049995,-0.145468509,-0.351664398,0.202301872,-0.230807893,-0.194561804,0.422826912,0.12509967,0.963601275,-0.449152387,-0.673349754,0.300754646,-0.862028907
image 1779,0.384193126,2.259117112,0.817280921,1.292571137,-1.159810343,2.277898109,-0.524414478,0.736545887,-0.26743124,-0.477589617,-0.226828306,-0.223929977,0.24003859,0.291120478,0.557582496,0.483826884,0.7215669,-0.144058779,0.629486248,0.0280309,0.989971569
image 1780,0.03423441,0.211378206,0.017330601,-0.088422336,-0.11000353,0.196939852,0.402586771,0.068663619,0.978890781,0.941780446,-0.465506552,1.118516199,-1.14089072,-1.171225461,-0.417937794,-0.9729561,0.434025961,-0.695004518,0.288170458,0.876561868,0.093674193
image 1781,2.251521353,13.80705088,-1.505151196,24.31841265,-20.24519731,13.83774638,-0.860057081,0.821322603,-2.487104035,-1.522827503,1.437776539,-2.46647731,2.139127542,2.054454819,0.794634067,1.515294645,-2.863987001,1.346260235,-2.814422559,-3.991900726,-1.681223268
image 1782,1.180460716,1.213136655,1.658411419,1.377741189,-1.338492024,1.2277975,-0.409208127,0.65983155,-0.022872844,-0.361026257,-0.044686609,0.003889026,0.273116297,0.278166204,0.435295802,0.372824425,-0.017225977,0.5327751,1.139469407,0.135901366,1.571495002
image 1783,0.924259383,0.720870785,1.204800263,0.600857219,-0.716702751,0.742894308,-0.614390294,0.708764369,-0.41233981,-0.56847525,-0.311234463,0.145781829,0.273197031,0.325273934,0.6521388,0.570879405,0.797249057,-0.256617586,1.141363095,0.569020647,1.308650964
image 1784,-0.648126858,-0.375679246,-0.723644537,-0.101670164,0.707144688,-0.3688609,-0.190036267,0.144532311,0.35662206,0.11232234,-0.370565205,0.218746362,-0.432987546,-0.405175052,0.203661459,-0.131602115,0.900088609,-0.53949564,-0.557641098,-0.017163841,-0.785140126
